agl_thermal_conductivity_300K,agl_debye_temperature,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K
1.71092,353.958,116.07,112.284,5.11107e-05
1.71259,354.007,80.5056,78.5559,3.87726e-05
1.72232,397.894,82.0982,79.947,4.14553e-05
1.71779,206.03,12.1388,11.7334,4.54746e-05
1.71549,250.031,15.7618,14.5361,0.000122628
1.70439,300.102,35.8849,34.3416,6.82422e-05
1.71734,238.997,35.9224,34.9177,4.79274e-05
1.71842,243.191,12.4487,11.6444,9.97581e-05
1.74037,279.89,27.4674,25.9313,8.88281e-05
1.7185,207.018,27.3955,26.3955,5.37542e-05
1.71777,448.128,111.402,107.869,5.68781e-05
1.72277,205.049,12.1924,11.7368,5.14943e-05
1.72532,280.888,51.0382,48.9335,6.476e-05
1.72568,291.813,15.5115,14.3668,0.000111782
1.7269,151.976,12.375,11.8563,6.59931e-05
1.72704,214.033,35.7232,35.1168,2.52548e-05
1.72951,340.156,58.7919,56.4563,5.95871e-05
1.73176,448.876,111.386,107.853,5.68723e-05
1.72982,449.14,111.349,107.819,5.68527e-05
1.7315,325.997,35.9313,34.063,8.5511e-05
1.73213,216.96,30.3191,29.263,5.86567e-05
1.73258,361.128,35.4375,33.6313,7.8201e-05
1.73512,183.943,18.5626,17.6877,7.09708e-05
1.73591,250.093,41.8576,40.6248,5.12971e-05
1.73906,230.935,12.2427,11.6727,6.89386e-05
1.73959,227.978,36.2421,35.0252,6.68562e-05
1.74086,329.047,116.527,113.265,4.22498e-05
1.74094,207.078,30.4085,29.3278,5.76748e-05
1.73786,237.893,15.5675,14.5754,9.18575e-05
1.74215,160.925,18.3766,17.7543,5.78678e-05
1.74327,214.964,35.7123,35.1076,2.50768e-05
1.74332,197.184,9.69255,8.83095,0.000156879
1.7456,187.079,9.13629,8.83431,5.98837e-05
1.7457,564.402,53.7144,50.7998,6.31441e-05
1.74319,450.061,111.323,107.794,5.68418e-05
1.74609,268.955,6.71912,5.79991,0.000218882
1.7525,391.9,80.5676,77.4536,6.19145e-05
1.75597,291.139,41.8643,40.1749,6.35961e-05
1.75286,200.029,24.1275,23.4913,3.93708e-05
1.75287,164.085,6.26167,5.91764,8.06183e-05
1.75771,215.982,71.8467,70.2186,4.18818e-05
1.76018,210.948,12.2545,11.724,6.92714e-05
1.76171,262.181,18.9677,17.3931,0.000149053
1.76176,449.919,100.345,97.0332,5.04103e-05
1.76204,254.0,35.2786,34.7645,2.51191e-05
1.76164,162.012,18.3851,17.7529,5.82148e-05
1.76127,226.077,18.9695,17.5447,0.000119198
1.73154,260.061,9.6414,8.70635,0.000166046
1.76634,216.019,35.7124,35.103,2.52141e-05
1.76897,232.928,54.0407,52.4586,4.85907e-05
1.76911,356.982,115.941,112.168,5.10237e-05
1.77146,194.956,24.4385,23.5244,6.12952e-05
1.77194,268.068,47.2773,46.1887,3.32686e-05
1.77585,160.998,12.2214,11.8355,4.49527e-05
1.77473,358.965,115.826,112.059,5.09806e-05
1.77474,256.955,42.1295,40.5613,6.34023e-05
1.78181,362.017,115.383,111.937,4.60636e-05
1.78391,237.075,36.4306,34.9587,7.64672e-05
1.78469,218.958,48.1294,46.7822,4.63253e-05
1.78663,236.98,12.1852,11.6529,6.08662e-05
1.78864,158.028,18.1885,17.7609,4.1349e-05
1.79755,459.142,110.941,107.318,5.90747e-05
1.79294,209.096,27.3906,26.3847,5.4343e-05
1.8076,312.026,21.6875,19.9908,0.000121482
1.80496,252.939,23.9123,23.1976,4.73292e-05
1.81786,250.14,18.4021,17.4252,8.07254e-05
1.80158,215.986,30.1875,29.2687,4.87735e-05
1.80614,129.045,6.17198,5.94778,6.02363e-05
1.80666,292.025,35.259,34.3876,3.44968e-05
1.80913,310.109,41.5026,39.9242,5.9286e-05
1.80959,270.079,42.1795,40.4285,6.73043e-05
1.81023,220.034,48.1214,46.7805,4.61091e-05
1.81161,231.024,35.786,34.9867,3.5109e-05
1.81242,204.951,6.2429,5.87221,7.06963e-05
1.81282,233.003,53.854,52.4604,4.41648e-05
1.81312,210.93,27.3882,26.372,5.46449e-05
1.80767,242.958,18.2085,17.4541,6.23928e-05
1.81326,219.028,27.1612,26.3218,5.14951e-05
1.81343,369.809,35.4654,33.5229,8.53767e-05
1.80763,207.979,42.1433,41.0439,4.48912e-05
1.81632,226.028,53.8969,52.5397,4.34149e-05
1.82562,219.958,24.5134,23.4051,7.43827e-05
1.81703,91.9882,6.24476,5.97344,0.00011411
1.8182,235.967,18.0588,17.4775,5.28189e-05
1.82048,378.899,46.1231,44.4895,5.23277e-05
1.82142,522.991,129.358,124.583,5.4061e-05
1.82171,285.061,35.4932,34.4782,3.78561e-05
1.82485,196.965,24.1523,23.5096,4.51318e-05
1.82442,275.027,50.0164,48.961,3.27819e-05
1.82449,207.985,42.1414,41.0426,4.49404e-05
1.82561,242.991,36.0492,34.8854,4.44489e-05
1.82674,270.911,36.5169,34.6551,9.89299e-05
1.8227,273.977,27.0193,25.9544,5.91709e-05
1.82841,183.12,6.26929,5.89839,7.07857e-05
1.82844,211.985,42.1117,41.0053,4.51411e-05
1.82956,223.078,27.1662,26.2977,4.81375e-05
1.8307,312.023,59.3716,57.0058,6.35703e-05
1.83373,201.019,27.0585,26.4216,3.76654e-05
1.84119,203.003,24.115,23.48,3.94211e-05
1.83415,323.241,15.9585,14.2422,0.000142082
1.83499,134.972,6.19124,5.94346,6.35658e-05
1.83852,298.019,32.8168,31.4919,6.5551e-05
1.83861,232.982,18.7404,17.5116,0.000103819
1.83873,219.988,21.031,20.4626,3.54006e-05
1.84049,280.902,47.32,46.0186,4.19416e-05
1.84439,233.044,54.0307,52.4661,4.95633e-05
1.85463,344.316,27.4794,25.4183,0.000108501
1.84492,290.032,53.7939,51.6682,6.59879e-05
1.85298,324.906,46.0144,42.6475,0.000159228
1.8464,213.883,21.4332,20.5019,6.77004e-05
1.84647,303.994,18.0475,17.1569,9.23647e-05
1.84655,218.03,35.6781,35.0823,2.49421e-05
1.85767,210.048,42.1091,41.0214,4.45703e-05
1.84727,255.055,21.1857,20.2964,5.39641e-05
1.84826,251.94,23.7601,23.1978,3.70785e-05
1.84834,310.027,59.1904,57.0211,6.15523e-05
1.85091,231.976,26.9589,26.2339,4.31898e-05
1.85136,380.872,29.7128,27.84,0.00010071
1.85277,264.996,41.4806,40.4558,3.33783e-05
1.85402,322.991,69.7349,68.0816,4.60579e-05
1.85456,201.994,27.0568,26.4168,3.784e-05
1.85513,274.004,18.6336,17.3298,0.000109541
1.85853,231.089,15.213,14.587,5.41357e-05
1.85443,230.002,15.2719,14.5925,6.75596e-05
1.85833,427.037,62.8548,59.9767,6.05184e-05
1.86212,315.972,80.6703,79.5922,2.26593e-05
1.86406,308.073,41.0107,39.9234,3.74055e-05
1.86344,213.134,18.7951,17.5909,0.000101693
1.86744,218.015,30.1596,29.2527,4.85357e-05
1.8684,213.081,27.3812,26.364,5.474e-05
1.8697,132.069,6.17217,5.94516,6.05376e-05
1.86978,217.987,30.1551,29.2545,4.84017e-05
1.87052,212.061,27.3732,26.3705,5.41197e-05
1.8709,238.113,30.28,29.1171,5.40536e-05
1.87347,201.957,27.0409,26.4124,3.73419e-05
1.87516,197.024,9.21827,8.81933,5.90339e-05
1.87643,293.048,24.1009,22.9534,6.11533e-05
1.87874,228.003,70.96,69.9902,2.55167e-05
1.8774,196.964,47.976,47.0062,3.97868e-05
1.8785,376.054,46.7091,44.5663,7.56547e-05
1.87893,134.947,6.18207,5.94329,6.22861e-05
1.88578,275.013,12.5075,11.5531,0.000118359
1.88173,308.09,47.858,45.6759,7.25546e-05
1.8849,364.029,63.3965,61.4992,4.52905e-05
1.88487,223.934,42.1823,40.8963,5.04642e-05
1.88775,181.063,9.3157,8.84886,7.46898e-05
1.88621,334.069,35.0866,33.9308,4.84201e-05
1.88739,237.087,29.9532,29.1132,4.06998e-05
1.89558,212.008,42.0931,41.0065,4.45082e-05
1.89307,227.021,15.4122,14.6059,8.05078e-05
1.89143,290.966,35.6547,34.4219,5.00016e-05
1.89551,427.832,73.0637,70.7757,6.83603e-05
1.89221,195.981,35.6785,35.25,2.10324e-05
1.89481,277.017,70.1637,69.0832,2.63207e-05
1.8938,204.048,18.1103,17.6051,3.81325e-05
1.89743,222.003,21.0334,20.4546,3.59514e-05
1.9012,219.938,42.0407,40.9287,4.08338e-05
1.89509,354.9,40.7959,39.3008,5.88498e-05
1.89265,219.961,12.1523,11.6976,5.41459e-05
1.89951,241.033,35.8759,34.906,4.16969e-05
1.90932,135.948,9.47895,8.91645,0.000115791
1.90276,216.962,30.0409,29.2577,3.88831e-05
1.90287,377.872,46.0525,44.4996,4.94631e-05
1.90347,289.9,59.2943,57.3877,5.26394e-05
1.90465,159.969,18.2486,17.7541,4.30261e-05
1.9047,276.874,36.0758,34.5835,6.738e-05
1.90479,289.119,53.4351,51.6576,5.69989e-05
1.90349,207.919,12.6451,11.743,0.000139486
1.89962,169.975,9.39874,8.86843,7.53641e-05
1.90821,254.859,18.2803,17.4016,7.02378e-05
1.91034,201.05,24.6221,23.5027,7.25719e-05
1.90964,223.022,71.017,70.0774,2.35791e-05
1.91029,322.258,12.6616,11.4027,0.000176907
1.9153,213.985,24.0646,23.4229,3.96843e-05
1.91736,313.05,23.8589,22.8,6.83881e-05
1.91883,200.981,12.1676,11.748,4.9827e-05
1.91272,395.99,80.3256,77.3177,6.09119e-05
1.91958,249.06,35.8379,34.8272,3.86092e-05
1.92165,151.857,6.5107,5.93232,0.000134017
1.92091,332.029,41.0424,39.6148,5.62909e-05
1.92278,255.955,50.5755,49.2451,3.91413e-05
1.92611,197.018,35.6729,35.2444,2.10317e-05
1.92694,350.172,35.6023,33.7739,8.11425e-05
1.92718,231.02,26.9617,26.2427,4.52581e-05
1.92864,270.976,21.0042,20.2069,5.01213e-05
1.92354,170.096,9.38659,8.86808,7.42846e-05
1.89964,319.725,21.6003,19.9374,0.000124989
1.93177,232.965,24.5945,23.3347,8.50046e-05
1.93666,340.939,26.7342,25.4083,8.2257e-05
1.93729,236.055,12.1259,11.6547,5.55923e-05
1.93549,294.007,12.5238,11.4904,0.000138463
1.93767,256.894,15.3354,14.4985,6.92518e-05
1.93881,211.026,24.3618,23.4462,6.16282e-05
1.9427,400.057,26.7031,24.8681,0.000104004
1.94003,264.023,21.083,20.2465,5.12257e-05
1.94076,223.017,30.1554,29.2215,4.90867e-05
1.9414,214.918,36.1635,35.1218,4.86682e-05
1.94185,386.973,35.7219,33.3317,0.000105657
1.94786,292.096,23.9437,22.9504,5.41154e-05
1.94301,349.144,58.385,56.272,6.20653e-05
1.94451,326.854,59.3495,56.7315,7.25413e-05
1.94478,293.949,47.7935,45.8698,6.38275e-05
1.9413,437.118,81.1015,78.6324,4.60352e-05
1.9454,303.072,32.7604,31.4398,6.45476e-05
1.93855,188.063,12.4451,11.7835,7.94042e-05
1.95265,258.926,9.21128,8.69386,8.28756e-05
1.94866,196.098,18.51,17.6464,6.8427e-05
1.94798,486.923,107.862,105.757,3.21702e-05
1.95093,189.999,18.5372,17.6669,7.12573e-05
1.95124,250.046,41.7125,40.6224,4.74383e-05
1.95283,247.965,36.2428,34.8536,6.63191e-05
1.94107,188.961,24.1088,23.5459,3.7563e-05
1.9539,328.112,35.0212,33.9967,4.5156e-05
1.9549,280.061,35.1942,34.512,2.84701e-05
1.95829,312.97,61.2258,59.7661,3.5985e-05
2.00859,237.991,35.5429,34.9197,2.56557e-05
1.96229,511.185,124.359,120.223,5.6825e-05
1.96309,290.918,50.9586,48.7875,6.84576e-05
1.96335,198.009,35.6683,35.24,2.10281e-05
1.96589,221.066,30.1416,29.2319,4.85573e-05
1.96601,379.95,35.2017,33.3874,8.17477e-05
1.96615,383.897,57.3543,55.4884,5.36778e-05
1.96632,195.962,47.9475,47.0121,3.70321e-05
1.96807,153.9,6.35902,5.92902,0.000113857
1.97032,236.965,36.0368,34.9407,4.81524e-05
1.97055,201.996,41.9725,41.083,4.03403e-05
1.97238,289.014,50.9665,48.8137,6.82827e-05
1.97485,160.974,18.4954,17.7578,7.61966e-05
1.97495,249.021,35.6937,34.8282,3.8785e-05
1.97806,202.994,12.1597,11.7419,4.96448e-05
1.97555,280.946,35.1861,34.5042,2.84621e-05
1.96709,230.942,9.13236,8.75209,6.01265e-05
1.97569,287.974,50.9702,48.8294,6.81745e-05
1.97645,282.941,47.7637,46.0179,5.24579e-05
1.96889,200.992,24.4459,23.499,6.76092e-05
1.97808,266.978,47.4256,46.2046,4.05968e-05
1.97837,271.978,47.2133,46.1341,3.17637e-05
1.9815,351.156,40.7167,39.3408,5.06671e-05
1.98493,216.01,36.1791,35.1164,4.17604e-05
1.98294,367.887,88.9446,86.495,4.10109e-05
1.98767,285.176,18.1499,17.2566,7.71453e-05
1.98899,307.222,15.1831,14.2911,9.40327e-05
1.98842,213.95,18.7507,17.5844,9.49901e-05
1.99189,309.033,35.4788,34.2237,5.86641e-05
1.99295,201.853,12.6002,11.7544,8.79896e-05
1.99362,272.953,48.0061,46.1568,7.08339e-05
1.99464,182.929,12.2753,11.7916,5.86697e-05
1.99321,256.993,47.3936,46.3263,3.39019e-05
1.9964,259.923,35.877,34.7263,5.30026e-05
1.99524,217.007,18.2224,17.5594,5.38738e-05
1.99829,255.01,35.669,34.7728,3.97422e-05
2.00273,200.988,18.3181,17.6221,5.46504e-05
1.99708,279.914,53.2496,51.7853,4.09492e-05
2.00186,425.919,87.2713,84.4654,4.81015e-05
2.00034,217.995,53.8255,52.6409,3.55513e-05
2.00047,283.823,36.572,34.5319,0.000103342
2.00211,305.957,35.6857,34.2688,6.33116e-05
2.00472,309.042,46.9044,45.6138,4.18632e-05
1.96383,164.98,6.18999,5.91631,7.34912e-05
2.00302,201.985,47.9238,46.9513,3.96549e-05
2.00112,198.014,18.4954,17.6387,6.79695e-05
2.00417,156.045,15.193,14.8062,5.76703e-05
2.01255,207.989,27.1949,26.3871,4.33681e-05
2.01353,224.908,27.3585,26.2936,5.97302e-05
2.01389,253.952,59.481,57.9709,4.48103e-05
2.01505,211.961,48.3084,46.872,4.95064e-05
2.01855,237.031,23.9098,23.2882,3.45307e-05
2.02283,192.021,12.1518,11.7679,4.40937e-05
2.01993,313.929,12.5767,11.4272,0.000164863
2.02011,252.96,59.488,57.9841,4.47616e-05
2.02063,510.51,22.9428,20.9966,0.000155805
2.02167,186.004,9.31646,8.84123,7.5294e-05
2.02156,230.94,42.017,40.8222,4.62476e-05
2.02208,364.268,30.1423,28.0272,0.000107616
2.02227,136.941,6.18939,5.94119,7.14119e-05
2.02346,177.998,18.1935,17.6972,4.79355e-05
2.02357,354.074,20.7167,19.6764,8.90675e-05
2.02355,230.985,35.7368,34.9826,3.37314e-05
2.03,179.005,18.4078,17.6994,6.23254e-05
2.03381,397.929,63.0353,60.706,5.04631e-05
2.03219,178.031,27.2173,26.5464,4.52083e-05
2.03035,279.999,17.8384,17.2653,5.29474e-05
2.03347,243.957,35.7599,34.8729,3.81252e-05
2.0337,274.997,50.4414,48.9892,4.31412e-05
2.03376,190.03,12.0517,11.7702,3.68448e-05
2.03405,203.949,41.9622,41.0701,4.02148e-05
2.03414,231.981,27.2704,26.2462,5.51419e-05
2.03466,213.94,27.4854,26.3587,6.77987e-05
2.02265,215.94,9.31327,8.78669,8.65732e-05
2.03638,257.926,27.5282,26.0883,9.12632e-05
2.03307,250.972,35.4101,34.7958,2.51439e-05
2.03833,303.966,26.5146,25.7044,4.20525e-05
2.0417,244.057,15.7089,14.5586,0.000116528
2.04545,461.956,78.0183,75.0703,6.10195e-05
2.04721,277.083,47.9648,46.0959,6.90115e-05
2.04417,251.985,12.4019,11.6188,0.0001066
2.04476,239.061,36.0072,34.9231,4.77589e-05
2.04719,150.988,12.1986,11.8558,4.39042e-05
2.04667,345.022,60.5892,59.1102,3.65705e-05
2.04519,240.918,12.2027,11.6433,6.06346e-05
2.05982,162.918,6.33988,5.92071,9.47254e-05
2.04803,242.101,30.374,29.0965,7.11114e-05
2.0528,352.947,24.245,22.5206,0.000121251
2.05027,173.061,9.37168,8.86365,7.34545e-05
2.06002,200.066,18.4829,17.6304,6.78243e-05
2.0502,178.959,12.3295,11.8021,7.06517e-05
2.04015,199.948,6.03969,5.87342,3.91759e-05
2.03615,169.079,6.31397,5.91357,9.21425e-05
2.05521,373.921,113.803,111.33,3.66444e-05
2.05474,239.997,35.518,34.8971,2.56223e-05
2.05764,246.014,23.7476,23.23,3.60169e-05
2.12644,246.94,18.1529,17.4343,5.27663e-05
2.05891,318.967,40.9055,39.7829,4.81433e-05
2.06516,210.883,12.4369,11.7301,8.35199e-05
2.06066,147.142,6.41069,5.9358,0.000127515
2.06087,399.249,34.9658,33.1337,7.92956e-05
2.0625,235.002,27.1322,26.2215,5.05585e-05
2.06609,256.995,9.39174,8.7049,0.000123913
2.06432,314.007,50.547,48.4305,6.79881e-05
2.06557,212.941,15.1187,14.643,4.43287e-05
2.06581,388.056,40.6963,38.8126,5.93645e-05
2.06657,141.031,6.18945,5.93807,6.39621e-05
2.06803,334.131,47.6271,45.2825,8.63779e-05
2.0682,212.03,26.9844,26.3543,3.54824e-05
2.06747,230.929,12.2658,11.6718,7.62959e-05
2.06908,286.011,35.9782,34.4833,7.6523e-05
2.08242,257.068,18.5054,17.3979,8.76665e-05
2.07486,171.026,12.4001,11.8189,7.80061e-05
2.07626,179.989,18.1885,17.691,4.79846e-05
2.07698,261.075,36.5528,34.7465,8.89167e-05
2.07737,161.071,6.37986,5.92323,0.000113608
2.08077,494.998,125.61,121.257,5.78486e-05
2.0839,207.035,9.53905,8.80964,0.000120434
2.08502,232.928,20.9664,20.3982,3.62209e-05
2.08749,506.784,124.735,120.478,5.62586e-05
2.08919,250.063,35.8886,34.8249,4.76826e-05
2.09054,257.16,18.5817,17.4052,0.000104381
2.09999,247.038,41.7736,40.6506,4.58094e-05
2.1012,330.957,58.6691,56.615,5.58658e-05
2.10395,239.994,26.9222,26.1826,4.21839e-05
2.10772,247.031,15.1005,14.5266,5.66871e-05
2.10521,207.982,12.1712,11.729,4.63212e-05
2.10822,228.03,21.0123,20.4278,3.66047e-05
2.10962,228.941,26.9858,26.255,4.45763e-05
2.10945,232.923,12.1449,11.6641,5.61302e-05
2.11256,323.013,47.6532,45.4472,7.06435e-05
2.11298,328.039,41.031,39.6694,5.44242e-05
2.11305,277.069,50.3434,48.9484,4.14149e-05
2.11425,217.895,21.4721,20.4874,7.21387e-05
2.1117,267.968,24.1476,23.1153,6.55457e-05
2.11644,229.031,21.0401,20.4211,3.78909e-05
2.11786,336.116,35.6476,33.9354,9.21359e-05
2.12157,229.057,47.5741,46.657,3.25814e-05
2.12176,410.064,81.9236,79.5468,4.68208e-05
2.12124,336.049,35.6547,33.9413,9.21602e-05
2.11986,305.886,23.6764,22.8451,4.97119e-05
2.12338,504.815,124.404,120.543,5.19592e-05
2.126,213.109,12.2485,11.7181,6.40996e-05
2.12692,141.064,12.3085,11.8743,6.06181e-05
2.12671,193.952,18.5939,17.6531,8.14483e-05
2.11804,271.131,6.6906,5.79593,0.000219817
2.12829,298.982,58.641,57.191,4.27891e-05
2.12858,261.033,41.5126,40.4937,4.6029e-05
2.12874,204.903,18.2946,17.6058,5.42776e-05
2.13316,305.051,41.3294,39.9802,5.00631e-05
2.13323,169.029,6.02326,5.90786,3.06585e-05
2.13419,235.954,35.6917,34.9341,3.39152e-05
2.14391,264.951,35.4864,34.6667,3.31265e-05
2.14173,263.062,47.306,46.2455,3.37764e-05
2.1448,263.863,27.3139,26.0402,7.41266e-05
2.15405,148.994,6.15844,5.93077,6.10359e-05
2.1496,232.958,9.30967,8.75285,8.89104e-05
2.15704,236.044,59.5916,58.2302,4.60621e-05
2.15425,383.095,40.2515,38.8645,5.36104e-05
2.15595,374.95,113.694,111.272,3.628e-05
2.15829,233.03,27.2873,26.2428,5.9312e-05
2.1548,376.022,113.709,111.256,3.65395e-05
2.16164,351.009,58.1812,56.2158,5.08361e-05
2.16289,406.857,26.5198,24.7862,0.000102187
2.16226,302.99,58.817,57.136,4.85347e-05
2.16259,237.046,29.8207,29.1112,3.45153e-05
2.16282,278.971,59.4926,57.5648,5.20694e-05
2.16286,208.949,27.003,26.3736,3.49987e-05
2.16433,363.125,34.9422,33.5789,6.11914e-05
2.1622,291.057,35.8523,34.4291,5.81759e-05
2.16611,510.922,123.912,120.152,5.115e-05
2.16684,343.102,58.7823,56.3984,6.22345e-05
2.16847,239.072,53.6585,52.3692,3.83923e-05
2.17562,215.96,15.3857,14.641,7.28732e-05
2.16956,202.014,47.8747,46.9541,3.64468e-05
2.16991,241.969,41.7907,40.703,4.4485e-05
2.16998,250.898,18.4394,17.425,9.06473e-05
2.16375,287.925,58.8248,57.3975,3.73641e-05
2.1799,293.01,12.3506,11.4864,0.000103759
2.17106,191.045,9.12683,8.82772,4.52011e-05
2.17151,233.009,59.5946,58.2798,4.55088e-05
2.17103,242.142,18.7136,17.4724,9.97715e-05
2.17554,272.083,9.50163,8.67563,0.000146223
2.18,248.982,47.1213,46.4091,2.56882e-05
2.1814,535.149,122.581,118.644,5.43038e-05
2.18566,325.881,46.7848,45.3685,3.92645e-05
2.1865,256.047,15.5966,14.5109,0.000114585
2.18826,231.028,26.9355,26.242,4.05659e-05
2.19038,319.975,58.3158,56.7975,4.44458e-05
2.19203,354.051,36.0871,33.7553,0.000130659
2.19212,310.984,36.0721,34.2368,8.22989e-05
2.19246,248.162,15.6899,14.5413,0.000108222
2.19565,240.086,18.1845,17.4639,6.08816e-05
2.19433,369.042,34.9856,33.5179,6.60252e-05
2.18536,191.101,9.30451,8.83236,7.48455e-05
2.19689,287.055,29.6796,28.7116,4.26145e-05
2.19732,152.01,6.14057,5.9278,6.22034e-05
2.1983,291.964,35.2844,34.3931,3.81531e-05
2.19887,234.04,27.2701,26.2359,5.89378e-05
2.20013,346.113,46.7611,45.0673,6.21497e-05
2.20124,313.921,58.4576,56.9078,3.79225e-05
2.20282,172.917,6.25305,5.90874,8.14917e-05
2.20362,371.951,40.3684,39.0331,5.35397e-05
2.20234,206.071,30.0724,29.3239,4.83588e-05
2.20315,238.035,21.3815,20.3916,7.15867e-05
2.20525,394.928,59.8537,57.9965,4.68877e-05
2.20607,512.195,124.082,120.117,5.33078e-05
2.20729,202.017,18.0755,17.6106,4.26744e-05
2.21061,288.017,59.0089,57.4074,4.76611e-05
2.22479,239.154,18.3175,17.4711,7.20966e-05
2.21457,270.017,38.3786,37.51,3.24417e-05
2.21693,302.873,35.868,34.3146,6.54484e-05
2.20958,412.004,81.8271,79.501,4.43292e-05
2.22531,158.971,12.0557,11.8371,2.86433e-05
2.24164,417.874,0.0,22.1933,0.0
2.2365,183.986,12.1468,11.7854,4.99755e-05
2.22598,221.957,12.1383,11.693,4.38299e-05
2.23281,365.954,83.019,80.9781,3.81043e-05
2.23012,188.112,12.5342,11.7876,9.95735e-05
2.23523,176.003,6.15424,5.90406,4.9718e-05
2.23544,227.944,12.0079,11.6724,5.28116e-05
2.23786,449.827,51.4353,48.5995,9.05599e-05
2.23833,282.019,59.4523,57.5285,5.20313e-05
2.24098,348.955,46.379,44.9858,4.30088e-05
2.25249,262.048,18.118,17.3654,6.08838e-05
2.23977,206.988,18.4522,17.6035,7.05951e-05
2.2504,202.977,18.2499,17.6121,5.65354e-05
2.25119,196.082,6.57651,5.88934,0.000142507
2.25062,208.027,9.28217,8.80155,7.6224e-05
2.25361,301.133,50.7376,48.6237,6.59247e-05
2.25849,233.007,26.9166,26.2273,4.03596e-05
2.26316,351.042,57.8032,56.1921,4.37935e-05
2.26597,373.05,114.602,111.417,4.19086e-05
2.27089,209.958,23.9626,23.4353,3.66522e-05
2.26828,250.968,35.5119,34.8033,3.41749e-05
2.27408,204.111,12.3601,11.7452,8.16912e-05
2.26385,274.238,7.51479,5.80791,0.000447732
2.2709,363.72,21.0961,19.6245,0.000114858
2.26852,284.915,47.4322,45.9666,4.49145e-05
2.2699,285.019,47.4347,45.9683,4.49233e-05
2.26565,284.999,47.4335,45.9655,4.49532e-05
2.27411,209.032,18.2709,17.5924,5.3691e-05
2.27544,221.995,35.4861,35.0443,2.13618e-05
2.27201,174.939,9.19825,8.85565,5.51283e-05
2.27942,255.029,36.4354,34.7971,7.70459e-05
2.27973,176.982,6.00078,5.89935,2.85859e-05
2.28092,252.091,23.8857,23.1994,3.58192e-05
2.28612,275.055,35.3977,34.5747,3.85126e-05
2.28505,238.033,20.968,20.3763,3.70987e-05
2.28454,376.036,40.051,38.9551,4.12854e-05
2.23778,226.006,5.94114,5.83606,2.90213e-05
2.28899,295.927,23.6121,22.91,4.92773e-05
2.29817,269.986,26.6837,25.9677,4.51912e-05
2.28653,258.023,35.4089,34.73,2.91538e-05
2.29406,256.157,12.309,11.6029,8.99356e-05
2.29335,228.106,21.3477,20.4378,6.90589e-05
2.29571,258.039,35.5213,34.7338,3.63364e-05
2.29793,202.972,9.16787,8.80823,5.50258e-05
2.2974,529.962,54.3633,51.7948,7.60297e-05
2.30197,235.877,13.0146,11.6803,0.000194588
2.29671,280.927,24.0199,23.0227,6.76376e-05
2.29895,244.976,59.5071,58.0963,4.6682e-05
2.30068,230.864,6.4481,5.84482,0.000101024
2.30286,158.933,6.18867,5.92177,7.14883e-05
2.30403,225.89,18.5041,17.5341,8.1103e-05
2.30829,159.021,9.21715,8.88095,5.68314e-05
2.3141,311.903,58.6618,56.9738,4.64342e-05
2.30686,372.018,40.2066,39.0162,4.74923e-05
2.30527,380.989,113.396,111.011,3.60037e-05
2.31234,221.084,18.2199,17.5441,5.39868e-05
2.30992,415.914,40.3784,38.3592,7.05106e-05
2.30975,318.891,40.8557,39.7728,3.97275e-05
2.31094,380.956,35.2111,33.3814,8.44533e-05
2.30318,223.001,35.4809,35.0381,2.13854e-05
2.31125,347.157,41.0225,39.4186,5.97906e-05
2.31159,209.973,35.5768,35.147,2.10066e-05
2.31519,218.003,12.0956,11.7006,4.42308e-05
2.31064,210.07,12.1407,11.7252,5.0943e-05
2.31639,215.018,26.8812,26.3389,3.17607e-05
2.31757,237.002,29.9871,29.117,5.01967e-05
2.31698,170.017,9.27392,8.86573,6.99699e-05
2.32016,342.066,52.1775,50.7247,4.61117e-05
2.32259,351.863,46.6376,44.9615,6.18017e-05
2.32085,258.974,23.919,23.1601,3.9151e-05
2.32426,271.033,35.7615,34.6242,4.60565e-05
2.32434,223.956,23.7571,23.3582,2.83116e-05
2.32466,220.953,18.002,17.535,4.36199e-05
2.32493,250.095,41.8408,40.6223,4.68278e-05
2.32561,308.892,50.5702,48.4991,6.44231e-05
2.32595,423.019,28.0603,27.2764,4.61984e-05
2.32719,307.083,50.5982,48.5321,6.44333e-05
2.32798,439.919,25.4854,24.3925,7.41753e-05
2.32892,295.095,35.9714,34.3991,6.31378e-05
2.3307,477.953,109.662,106.327,5.15223e-05
2.3177,165.991,18.1141,17.7342,3.6541e-05
2.33032,409.306,29.3754,27.5162,0.000100107
2.32829,338.865,23.4521,22.5884,5.58742e-05
2.33297,257.938,35.4875,34.7361,3.39193e-05
2.33475,229.044,15.2727,14.5949,6.29513e-05
2.33637,236.089,15.0398,14.5632,4.68389e-05
2.33965,152.956,6.13509,5.92675,6.11583e-05
2.33596,392.946,45.8338,44.2216,5.09506e-05
2.33691,244.949,24.1977,23.2515,6.32427e-05
2.33705,249.063,35.7321,34.8237,3.87269e-05
2.33762,286.99,59.3475,57.4322,5.1908e-05
2.33706,291.046,46.6202,45.8478,2.5219e-05
2.3415,246.0,47.5854,46.4696,4.4839e-05
2.34311,256.051,29.6266,28.964,3.41548e-05
2.34333,144.964,6.11722,5.93295,4.96972e-05
2.33408,232.94,18.2757,17.4979,6.6166e-05
